,station_id,stime,air_data_value,RH,UGRD,VGRD,HPBL,TMP,goes_measurement
83100,06-011-0007,2019-08-17 19:00:00,32.0,36.9,-4.3464413,-1.1147518,415.82086,303.04474,0.09764697
83101,06-019-0500,2019-08-17 19:00:00,9.0,27.300001,1.9660587,3.1352482,500.50836,304.66974,0.045631465
83102,06-029-0018,2019-08-17 19:00:00,7.0,7.8,2.2785587,5.572748,2203.1958,311.48224,0.24960928
83105,06-065-1016,2019-08-17 19:00:00,8.0,24.800001,6.9035587,0.19774818,425.13336,302.73224,0.18988779
83113,31-055-0019,2019-08-17 19:00:00,3.0,71.1,-0.15894127,4.635248,733.44586,301.04474,0.8949868000000000
83115,49-021-0005,2019-08-17 19:00:00,4.6000000000000000,7.9,5.7160587,2.9477482,3234.6958,305.35724,0.023284059
83116,49-035-4002,2019-08-17 19:00:00,7.2,21.1,-0.22144127,-0.8647518,1360.0709,301.60724,0.7722302
83117,06-011-0007,2019-08-17 20:00:00,26.0,32.3,-5.249899,0.6296444,890.9,305.38116,0.04879092
83118,06-019-0500,2019-08-17 20:00:00,11.0,24.2,3.312601,1.6921444,761.4,306.19366,-0.012394719000000000
83119,06-029-0018,2019-08-17 20:00:00,6.0,7.2000003,2.375101,6.0671444,2072.9626,312.13116,0.07013655
83120,06-065-0010,2019-08-17 20:00:00,5.0,5.8,2.187601,5.1296444,786.0875,307.13116,-0.05
83122,06-065-1016,2019-08-17 20:00:00,9.0,20.0,6.875101,0.6921444,550.4625,304.25616,0.11822198
83128,16-053-0003,2019-08-17 20:00:00,6.0,16.1,6.812601,-0.9328556,1165.4625,299.25616,0.11321309
83129,31-055-0019,2019-08-17 20:00:00,2.0,67.700005,-0.6248989,4.2546444,706.5875,301.63116,0.40187985
83131,49-021-0005,2019-08-17 20:00:00,4.3,7.4,5.000101,2.7546444,3480.0876,305.94366,-0.03944278
83132,49-035-4002,2019-08-17 20:00:00,6.7,19.2,0.2501011,-1.0578556,1865.2125,302.69366,0.48140574
83133,06-011-0007,2019-08-17 21:00:00,23.0,27.300001,-5.6697865,2.633171,1240.7766,306.97467,0.04123904
83134,06-019-0500,2019-08-17 21:00:00,18.0,21.9,3.3927135,0.9456711,1021.7767,307.53717,-0.01139294
83135,06-029-0018,2019-08-17 21:00:00,7.0,7.0,1.4552135,7.008171,2398.0266,312.91217,0.07545368400000000
83136,06-065-0010,2019-08-17 21:00:00,6.0,5.6,3.3927135,5.070671,800.4642,307.78717,0.06065816
83137,06-065-0500,2019-08-17 21:00:00,5.4,5.7000003,-1.7947865,3.258171,1268.9641,315.22467,0.30362833
83138,06-065-1016,2019-08-17 21:00:00,7.0,16.300001,6.6427135,0.5706711,444.90164,305.41217,0.07738018
83139,08-103-0006,2019-08-17 21:00:00,8.0,12.6,5.3302135,-0.6168289,3230.839,304.53717,0.08431558
83143,31-055-0019,2019-08-17 21:00:00,5.0,65.3,-1.1072865,4.008171,677.9017,302.03717,0.26787248
83145,49-021-0005,2019-08-17 21:00:00,3.7,7.0,6.1427135,4.195671,3523.9016,306.72467,-0.031274423
83146,49-035-4002,2019-08-17 21:00:00,4.7,17.2,0.95521355,-2.491829,2159.1516,303.66217,0.3734447
83147,06-011-0007,2019-08-17 22:00:00,18.0,25.6,-4.9846,3.1781826,1290.3989,307.5151,0.05079448
83148,06-019-0500,2019-08-17 22:00:00,13.0,18.0,3.2029,1.0531826,1400.2739,308.7651,0.112057194
83149,06-029-0018,2019-08-17 22:00:00,5.0,7.6,4.8279,4.3656826,2892.149,313.4526,0.26779544
83150,06-065-0010,2019-08-17 22:00:00,6.0,9.1,2.7654,5.4906826,860.5865,307.6401,0.0420867
83151,06-065-0500,2019-08-17 22:00:00,5.0,7.8,-3.0471,4.0531826,1315.0864,315.8901,0.18680538
83152,06-065-1016,2019-08-17 22:00:00,12.0,16.0,6.5154,0.8656826,741.0865,306.3276,0.048945043
83153,08-103-0006,2019-08-17 22:00:00,6.0,13.7,5.5154,-1.2593174,4364.0864,305.2026,0.129781
83154,11-001-0041,2019-08-17 22:00:00,5.0,68.3,-2.2971,0.3656826,485.274,302.5151,0.30216420000000000
83156,11-001-0051,2019-08-17 22:00:00,7.0,68.3,-2.2971,0.3656826,485.274,302.5151,0.32967463
83158,16-053-0003,2019-08-17 22:00:00,6.0,15.6,6.3904,-1.1343174,1518.1489,300.8901,0.13309456
83160,31-055-0019,2019-08-17 22:00:00,4.0,66.0,-2.2346,4.1781826,730.024,302.2026,0.23042135
83162,49-021-0005,2019-08-17 22:00:00,3.3000000000000000,7.2000003,7.2654,4.4281826,3221.8364,306.3901,-0.02287488
83163,49-035-4002,2019-08-17 22:00:00,4.7,16.4,-0.10960007,-3.5093174,2912.7114,305.1401,0.2624783
83165,06-011-0007,2019-08-17 23:00:00,14.0,23.6,-5.6275578,3.6108036,1327.3239,308.56216,0.06566706
83166,06-019-0500,2019-08-17 23:00:00,16.0,18.4,3.9349422,-0.3266964,1528.7614,309.68716,0.058808725
83167,06-029-0018,2019-08-17 23:00:00,4.0,7.6,7.6849422,1.4858036,2312.4487,312.87466,0.14172529
83168,06-065-0010,2019-08-17 23:00:00,5.0,8.900001,2.3724422,5.6733036,983.8238,307.87466,0.0378484
83169,06-065-0500,2019-08-17 23:00:00,5.4,6.9,-3.2525578,4.1733036,1708.4489,316.56216,0.13008922
83170,06-065-1016,2019-08-17 23:00:00,7.0,17.1,5.9349422,0.6733036,923.2613,306.62466,0.04871386
83175,11-001-0053,2019-08-17 23:00:00,16.0,72.4,-0.94005775,0.6733036,713.4488,302.62466,-0.0066152215
83176,16-053-0003,2019-08-17 23:00:00,6.0,14.1,6.1849422,-2.2016964,1633.6989,301.49966,0.15551902
83179,49-021-0005,2019-08-17 23:00:00,3.4,6.9,6.1849422,5.1108036,2910.8237,305.68716,0.01149388
83180,49-035-4002,2019-08-17 23:00:00,4.6000000000000000,15.0,0.122442245,-4.1391964,2722.1362,305.62466,0.21346815
83182,06-011-0007,2019-08-18 14:00:00,11.0,42.4,-0.4716587,-0.7452669,258.75113,293.87332,-0.05
83183,06-019-0500,2019-08-18 14:00:00,11.0,52.3,-2.9091587,1.1922331,99.31362,292.87332,-0.05
83184,06-029-0018,2019-08-18 14:00:00,10.0,23.1,0.4033413,0.0047330856,54.12612,296.18582,1.4085147
83188,08-103-0006,2019-08-18 14:00:00,8.0,47.100002,0.1533413,-0.057766914,77.43862,288.24832,0.1280086
83189,11-001-0041,2019-08-18 14:00:00,14.0,81.200005,-0.09665871,0.2547331,268.37613,301.06082,0.33406705
83190,11-001-0043,2019-08-18 14:00:00,14.0,82.0,-0.2216587,0.2547331,266.81363,300.87332,0.39818096
83191,11-001-0051,2019-08-18 14:00:00,14.0,81.200005,-0.09665871,0.2547331,268.37613,301.06082,0.30594015
83192,11-001-0053,2019-08-18 14:00:00,18.0,81.1,-0.2216587,0.19223309,283.25113,301.12332,0.5761125
83193,16-053-0003,2019-08-18 14:00:00,6.0,67.1,-0.1591587,0.3797331,27.751122,285.12332,0.07938374600000000
83196,49-021-0005,2019-08-18 14:00:00,7.0,23.5,3.5283413,1.4422331,36.31362,290.06082,0.018583398
83197,49-035-4002,2019-08-18 14:00:00,10.7,43.8,0.3408413,-0.24526691,40.37612,291.62332,0.17971587
83199,06-011-0007,2019-08-18 15:00:00,10.0,44.7,-0.84732914,-0.21268559,153.68047,295.8629,0.1796388
83200,06-019-0500,2019-08-18 15:00:00,8.0,48.5,-2.3473291,3.4123144,115.117966,294.8004,0.22895722
83206,11-001-0041,2019-08-18 15:00:00,16.0,74.6,-0.09732914,0.41231441,498.49298,302.6754,0.47046322
83207,11-001-0043,2019-08-18 15:00:00,15.0,75.4,-0.40982914,0.5373144,463.11798,302.4254,0.5163910000000000
83208,11-001-0051,2019-08-18 15:00:00,17.0,74.6,-0.09732914,0.41231441,498.49298,302.6754,0.45767128
83209,11-001-0053,2019-08-18 15:00:00,17.0,73.5,-0.40982914,0.47481441,493.93048,302.7379,0.8804225
83210,16-053-0003,2019-08-18 15:00:00,4.0,47.100002,0.77767086,0.41231441,77.680466,290.6754,0.19952029
83211,30-031-0017,2019-08-18 15:00:00,4.0,63.3,0.21517086,-0.6501856,74.680466,283.3004,0.060349923
83213,42-003-1376,2019-08-18 15:00:00,18.0,76.3,-0.09732914,2.7873144,591.9305,300.5504,0.51400214
83214,49-021-0005,2019-08-18 15:00:00,6.4,19.1,2.8401709,0.6623144,114.180466,295.6754,0.092946306
83215,49-035-4002,2019-08-18 15:00:00,9.5,32.5,0.90267086,0.5373144,108.492966,296.2379,0.34770665
83216,56-039-1013,2019-08-18 15:00:00,3.2,64.1,3.8401709,2.5998144,108.867966,282.8629,0.06559001
83217,06-011-0007,2019-08-18 16:00:00,10.0,49.8,-3.1771927,-2.2817402,107.199234,295.6964,0.19936617
83218,06-019-0500,2019-08-18 16:00:00,10.0,44.5,-1.1146927,3.9057598,216.26173,296.8214,0.2688743
83223,11-001-0041,2019-08-18 16:00:00,9.0,66.1,0.4478073,0.5307598,1284.8242,304.1339,1.4245431
83224,11-001-0043,2019-08-18 16:00:00,12.0,67.8,-0.3646927,0.5307598,1131.1367,303.7589,0.82070094
83225,11-001-0051,2019-08-18 16:00:00,9.0,66.1,0.4478073,0.5307598,1284.8242,304.1339,0.98167926
83226,11-001-0053,2019-08-18 16:00:00,12.0,64.9,-0.4271927,0.5307598,1210.0742,304.2589,0.7676066
83227,16-053-0003,2019-08-18 16:00:00,2.0,36.2,1.5728073,0.15575981,167.32423,293.8839,0.24236564
83228,30-031-0017,2019-08-18 16:00:00,7.0,45.5,3.1353073,1.6557598,532.5742,288.6964,0.03260832
83229,31-055-0019,2019-08-18 16:00:00,2.0,83.5,-0.6771927,-0.21924019,415.38675,294.8214,0.226106
83231,49-021-0005,2019-08-18 16:00:00,5.2,14.2,4.5103073,2.4057598,1197.3867,299.7589,0.08732092400000000
83232,49-035-4002,2019-08-18 16:00:00,8.5,21.4,1.5103073,2.8432598,372.26175,300.0089,0.519011
83233,56-039-1013,2019-08-18 16:00:00,2.7,59.8,4.3853073,2.9682598,211.69923,284.5089,0.067901805
83234,06-011-0007,2019-08-18 17:00:00,17.0,53.5,-3.1398993,-2.1456614,175.61513,295.9501,0.1958214
83235,06-019-0500,2019-08-18 17:00:00,10.0,41.100002,1.1101007,4.2918386,444.49014,298.6376,0.2690284
83241,11-001-0041,2019-08-18 17:00:00,14.0,58.4,0.29760075,0.97933865,1544.4276,305.2001,1.4298604
83242,11-001-0043,2019-08-18 17:00:00,8.0,58.7,-0.82739925,0.91683865,1514.0526,305.0751,0.83780825
83244,11-001-0053,2019-08-18 17:00:00,7.0,56.600002,-0.88989925,1.0418386,1563.8026,305.5126,0.79989475
83245,30-031-0017,2019-08-18 17:00:00,25.0,38.7,3.5476007,2.6043386,755.6151,290.9501,0.015192758
83248,49-021-0005,2019-08-18 17:00:00,4.5,11.6,5.0476007,4.1043386,1851.4901,301.8251,0.07113832
83249,49-035-4002,2019-08-18 17:00:00,8.1,18.0,1.8601007,3.3543386,547.2401,302.2001,0.56925416
83250,06-011-0007,2019-08-18 18:00:00,20.0,53.4,-3.3200712,-1.0485144,306.81525,296.8279,0.15182015
83251,06-019-0500,2019-08-18 18:00:00,9.0,37.600002,1.1174288,3.2014856,563.56525,299.7029,0.16607624
83258,11-001-0043,2019-08-18 18:00:00,15.0,55.8,-1.6950712,1.4514856,1700.1277,305.3904,0.80814016
83260,11-001-0053,2019-08-18 18:00:00,15.0,54.100002,-1.5700712,1.6389856,1771.9402,305.8279,0.93151325
83261,30-031-0017,2019-08-18 18:00:00,10.0,32.4,3.6174288,4.0764856,999.81525,293.0154,-0.04144634
83264,49-021-0005,2019-08-18 18:00:00,3.0,10.7,4.867429,5.4514856,2190.5652,303.4529,0.042472
83265,49-035-4002,2019-08-18 18:00:00,5.5,15.1,1.3674288,3.8889856,1089.5652,304.7654,0.58551383
83266,56-039-1013,2019-08-18 18:00:00,3.0,48.7,3.9299288,4.0139856,512.50275,287.6404,-0.02025484
83267,06-011-0007,2019-08-18 19:00:00,18.0,50.7,-4.3983936,-0.50517654,559.9386,299.08978,0.06381762
83268,06-019-0500,2019-08-18 19:00:00,8.0,32.600002,1.4766064,3.1823235,645.1886,301.40228,0.060889345
83269,06-029-0018,2019-08-18 19:00:00,4.0,11.0,1.0391064,5.1198235,1830.4386,308.08978,0.15975733
83271,06-065-1016,2019-08-18 19:00:00,9.0,23.6,5.2891064,0.057323456,524.6886,302.65228,0.1887319
83272,08-103-0006,2019-08-18 19:00:00,10.0,17.1,3.0391064,-1.2551765,1782.2511,302.46478,-0.04129222
83275,16-053-0003,2019-08-18 19:00:00,2.0,20.5,1.4141064,-1.3176765,1199.7511,301.02728,0.11737433
83276,30-031-0017,2019-08-18 19:00:00,4.0,27.5,4.1016064,3.8698235,1158.9386,294.52728,-0.05
83279,49-021-0005,2019-08-18 19:00:00,3.1,9.8,5.1641064,5.3073235,2252.126,304.33978,-0.0357439
83280,49-035-4002,2019-08-18 19:00:00,5.5,12.1,0.41410637,4.3698235,2188.0635,306.58978,0.46445256
83281,56-039-1013,2019-08-18 19:00:00,3.4,42.2,4.7266064,3.2448235,675.3761,288.90228,-0.05
83282,06-011-0007,2019-08-18 20:00:00,20.0,42.0,-4.2629128,0.97208595,638.3457,301.08316,0.026520584
83283,06-019-0500,2019-08-18 20:00:00,7.0,28.300001,2.8620872,2.722086,610.2207,303.20816,-0.01817422
83284,06-029-0018,2019-08-18 20:00:00,3.0,10.0,1.4245872,5.347086,2095.1582,308.83316,0.5183175
83286,06-065-1016,2019-08-18 20:00:00,6.0,19.800001,5.2995872,-0.34041405,598.9082,304.08316,0.13286339
83287,08-103-0006,2019-08-18 20:00:00,6.0,13.400001,5.2370872,-1.215414,2843.7832,305.39566,-0.05
83289,11-001-0043,2019-08-18 20:00:00,12.0,58.0,-2.5129128,2.347086,1265.0957,305.45816,0.47755277
83291,11-001-0053,2019-08-18 20:00:00,19.0,56.7,-2.4504128,2.347086,1290.9082,305.95816,0.6201138
83292,16-053-0003,2019-08-18 20:00:00,2.0,18.1,1.9870872,-1.152914,1555.3457,302.14566,0.06736238
83295,49-021-0005,2019-08-18 20:00:00,2.7,7.4,3.8620872,6.472086,2254.7832,304.70816,-0.02857732
83296,49-035-4002,2019-08-18 20:00:00,5.0,10.400001,0.17458725,3.534586,2608.2207,306.89566,0.35402557
83297,56-039-1013,2019-08-18 20:00:00,2.2,36.2,5.3620872,3.784586,792.0332,289.77066,-0.05
83298,06-011-0007,2019-08-18 21:00:00,17.0,35.7,-6.137192,2.5058842,702.4013,303.8044,0.020972263
83299,06-019-0500,2019-08-18 21:00:00,7.0,24.9,3.3003082,1.1308842,1007.9013,304.3044,0.094102204
83300,06-065-0500,2019-08-18 21:00:00,3.5,5.7000003,-2.7621918,1.8183842,1578.5264,314.0544,0.25808588
83301,06-065-1016,2019-08-18 21:00:00,6.0,17.9,5.300308,-0.7441158,624.7763,304.9919,0.08408441
83302,08-103-0006,2019-08-18 21:00:00,7.0,10.900001,6.300308,-0.9316158,3351.2139,306.8669,-0.05
83303,11-001-0043,2019-08-18 21:00:00,15.0,55.2,-1.3871918,2.1933842,1500.3389,305.9919,0.36257923
83304,11-001-0051,2019-08-18 21:00:00,16.0,55.0,-0.6996918,2.2558842,1470.0889,305.5544,0.29969826
83305,11-001-0053,2019-08-18 21:00:00,12.0,53.2,-1.3871918,2.3183842,1498.9639,306.6169,0.30802077
83308,49-021-0005,2019-08-18 21:00:00,2.8000000000000000,7.0,3.9253082,5.693384,2594.0264,304.9919,-0.0143982805
83309,49-035-4002,2019-08-18 21:00:00,4.9,9.900001,1.5503082,2.5683842,3081.6514,307.3669,0.2807415
83310,06-011-0007,2019-08-18 22:00:00,28.0,30.1,-5.1305885,3.5018234,1390.5428,305.43216,0.047712084
83311,06-019-0500,2019-08-18 22:00:00,6.0,20.5,3.4944115,1.8768234,1279.6678,306.18216,0.08762917
83312,06-065-0500,2019-08-18 22:00:00,3.5,7.9,-3.6305885,3.1268234,1474.7928,314.86966,0.17809760000000000
83313,06-065-1016,2019-08-18 22:00:00,6.0,18.300001,5.2444115,-0.8106766,658.1678,305.80716,0.051025663
83314,08-103-0006,2019-08-18 22:00:00,8.0,11.1,4.8694115,-3.0606766,3517.5427,307.24466,0.07522251
83319,16-053-0003,2019-08-18 22:00:00,3.0,14.6,1.6819115,-2.4356766,1530.1678,303.99466,0.08439265
83321,42-003-1376,2019-08-18 22:00:00,21.0,72.0,-1.0680885,2.8143234,122.7303,299.93216,0.21015458
83323,49-035-4002,2019-08-18 22:00:00,4.8,10.400001,-1.2555885,0.43932343,3674.4177,307.86966,0.2243336
83324,06-011-0007,2019-08-18 23:00:00,25.0,26.800001,-0.90291405,5.0574665,1593.1367,306.03168,0.06921182600000000
83325,06-019-0500,2019-08-18 23:00:00,4.0,19.4,3.784586,0.9949665,1431.5742,306.90668,0.03268538
83327,06-065-0500,2019-08-18 23:00:00,3.5,8.0,-3.902914,2.7449665,1457.7617,315.21918,0.12785448
83328,06-065-1016,2019-08-18 23:00:00,12.0,16.6,5.097086,-0.5675335,376.1367,306.15668,0.05649692200000000
83329,08-103-0006,2019-08-18 23:00:00,8.0,9.900001,4.597086,-4.1300335,3557.0742,307.21918,0.051950384
83330,11-001-0041,2019-08-18 23:00:00,8.0,66.9,-0.77791405,0.9324665,1298.3867,303.65668,-0.05
83332,11-001-0051,2019-08-18 23:00:00,7.0,66.9,-0.77791405,0.9324665,1298.3867,303.65668,-0.05
83334,16-053-0003,2019-08-18 23:00:00,5.0,13.5,1.659586,-3.8175335,1370.6367,305.78168,0.11467722
83336,42-003-1376,2019-08-18 23:00:00,17.0,75.200005,-0.46541405,1.4324665,133.8867,299.28168,0.19404903
83338,49-035-4002,2019-08-18 23:00:00,5.5,10.1,-2.527914,-2.6300335,3939.7617,308.90668,0.13278633
83339,06-011-0007,2019-08-19 14:00:00,7.0,40.4,-1.3837194,-0.7375908,154.86469,292.33414,-0.05
83340,06-019-0500,2019-08-19 14:00:00,9.0,57.5,-2.4462194,0.19990921,46.177185,291.70914,0.4518147
83342,06-065-0500,2019-08-19 14:00:00,7.8,15.7,2.1162806,-0.8000908,114.364685,300.45914,0.27565557
83343,06-065-1016,2019-08-19 14:00:00,7.0,47.8,4.6162806,-0.7375908,49.052185,292.20914,0.22941957
83344,08-103-0006,2019-08-19 14:00:00,11.0,32.7,0.30378056,-1.4875908,39.177185,288.52164,0.09094274
83350,30-031-0017,2019-08-19 14:00:00,3.0,67.8,-0.25871944,-1.3000908,35.864685,280.33414,0.05903990200000000
83351,31-055-0019,2019-08-19 14:00:00,6.0,90.6,-1.2587194,0.4499092,148.86469,294.89664,0.3996451
83352,42-003-1376,2019-08-19 14:00:00,3.0,82.1,1.4287806,1.6374092,549.9897,296.77164,0.18102589
83353,49-021-0005,2019-08-19 14:00:00,11.6,28.800001,3.3037806,1.7624092,31.177183,289.83414,-0.04291048
83354,49-035-4002,2019-08-19 14:00:00,6.8,24.4,0.86628056,0.7624092,38.239685,294.02164,0.27896914
83355,56-039-1013,2019-08-19 14:00:00,5.7,55.100002,2.0537806,1.6999092,35.802185,282.83414,0.20021383
83356,06-011-0007,2019-08-19 15:00:00,4.0,45.0,-1.2898293,-1.5998049,92.48375,293.80154,0.15366958
83362,11-001-0041,2019-08-19 15:00:00,10.0,72.4,0.52267075,0.5251951,325.17126,302.48904,0.39455914
83363,11-001-0043,2019-08-19 15:00:00,13.0,69.8,0.46017075,0.46269512,350.85876,302.55154,0.46845967
83364,11-001-0051,2019-08-19 15:00:00,14.0,72.4,0.52267075,0.5251951,325.17126,302.48904,0.35510442
83365,11-001-0053,2019-08-19 15:00:00,14.0,68.6,0.33517075,0.27519512,382.92126,302.86404,0.70025617
83367,30-031-0017,2019-08-19 15:00:00,4.0,46.5,-0.53982925,-0.8498049,54.29625,286.05154,0.081464365
83368,31-055-0019,2019-08-19 15:00:00,7.0,86.1,-2.0398293,0.7126951,364.17126,296.86404,0.43516976
83370,49-035-4002,2019-08-19 15:00:00,8.9,15.8,1.6476707,4.212695,429.35876,300.55154,0.33830532
83372,06-011-0007,2019-08-19 16:00:00,6.0,48.4,-2.3799744,-2.7267065,114.23764,293.78445,0.17578581
83379,11-001-0041,2019-08-19 16:00:00,16.0,65.6,0.62002563,0.5857935,486.86264,303.97195,0.5071438
83380,11-001-0043,2019-08-19 16:00:00,12.0,62.7,0.18252563,0.5232935,549.8002,304.09695,0.5287206
83381,11-001-0051,2019-08-19 16:00:00,16.0,65.6,0.62002563,0.5857935,486.86264,303.97195,0.4283114000000000
83382,11-001-0053,2019-08-19 16:00:00,15.0,59.4,-0.0049743652,0.4607935,593.0502,304.65945,0.9043881
83384,30-031-0017,2019-08-19 16:00:00,22.0,32.3,0.43252563,0.023293495,297.36264,291.03445,0.04740384
83385,31-055-0019,2019-08-19 16:00:00,6.0,81.6,-2.1924744,1.2732935,520.8002,298.15945,0.9862258
83386,42-003-1376,2019-08-19 16:00:00,2.0,67.200005,1.0575256,-0.2892065,739.6127,298.65945,0.38053423
83387,49-021-0005,2019-08-19 16:00:00,4.3,14.400001,4.7450256,4.7107935,1143.7377,299.03445,0.09572047
83388,49-035-4002,2019-08-19 16:00:00,21.0,14.6,0.74502563,6.1482935,952.1127,302.09695,0.49281067
83389,06-011-0007,2019-08-19 17:00:00,11.0,50.3,-2.4382515,-2.6186152,158.82352,294.43646,0.21947883
83396,11-001-0041,2019-08-19 17:00:00,11.0,56.4,0.8117485,0.44388485,686.63605,305.68646,0.5992305
83397,11-001-0043,2019-08-19 17:00:00,9.0,56.7,0.1867485,0.25638485,1122.386,308.18646,0.6176478
83398,11-001-0051,2019-08-19 17:00:00,10.0,56.4,0.8117485,0.44388485,686.63605,305.68646,0.50421554
83399,11-001-0053,2019-08-19 17:00:00,14.0,51.9,-0.00075149536,0.44388485,1216.5735,306.43646,0.65016717
83400,16-053-0003,2019-08-19 17:00:00,5.0,26.5,0.2492485,1.0063848,364.07352,298.74896,0.262093
83401,30-031-0017,2019-08-19 17:00:00,17.0,25.6,2.1242485,1.5063848,885.44855,294.31146,0.0216658
83402,31-055-0019,2019-08-19 17:00:00,5.0,77.6,-1.8757515,1.1313848,568.38605,299.12396,0.4542036
83403,42-003-1376,2019-08-19 17:00:00,2.0,64.3,0.9367485,0.56888485,876.51105,299.74896,0.42191544
83405,49-035-4002,2019-08-19 17:00:00,16.3,11.6,0.7492485,6.506385,1340.136,304.06146,0.55214685
83406,06-011-0007,2019-08-19 18:00:00,7.0,48.8,-2.3817358,-1.7734823,264.87015,295.04135,0.18865483
83416,16-053-0003,2019-08-19 18:00:00,3.0,21.5,1.2432642,0.7890177,628.9951,301.41635,0.24259682
83417,30-031-0017,2019-08-19 18:00:00,6.0,19.9,3.5557642,3.5390177,1352.4326,297.29135,-0.01979248
83418,31-055-0019,2019-08-19 18:00:00,5.0,72.0,-2.1317358,1.2265177,641.6826,300.66635,0.4978966
83419,42-003-1376,2019-08-19 18:00:00,4.0,61.600002,1.1807642,1.1640177,1065.0576,300.41635,0.41798538
83420,49-021-0005,2019-08-19 18:00:00,2.5,10.3,5.118264,5.6640177,1718.8076,302.29135,0.04879092
83421,49-035-4002,2019-08-19 18:00:00,9.4,9.5,0.0557642,6.5390177,1894.1201,305.72885,0.52494466
83422,06-011-0007,2019-08-19 19:00:00,7.0,50.5,-4.238824,-0.8711939,497.56235,297.69736,0.08138731
83425,06-065-1016,2019-08-19 19:00:00,6.0,23.0,5.136176,-0.4961939,553.2499,304.82236,0.18125707
83426,08-103-0006,2019-08-19 19:00:00,8.0,10.3,2.073676,-0.9336939,2803.6248,303.13486,-0.0099288
83431,16-053-0003,2019-08-19 19:00:00,6.0,17.9,2.448676,0.2538061,999.9999,303.13486,0.1638415
83432,30-031-0017,2019-08-19 19:00:00,5.0,18.0,3.761176,4.003806,2184.6248,299.00986,-0.05
83433,31-055-0019,2019-08-19 19:00:00,7.0,69.1,-2.426324,1.8788061,731.4999,302.32236,0.5321883000000000
83434,42-003-1376,2019-08-19 19:00:00,5.0,57.600002,1.6986761,1.3788061,1203.5624,301.50986,0.16561389
83435,49-021-0005,2019-08-19 19:00:00,2.5,9.1,4.698676,6.503806,1993.2499,303.50986,-0.04745702
83436,49-035-4002,2019-08-19 19:00:00,7.3,8.5,-0.3013239,6.628806,2219.9373,306.88486,0.44580403
83437,06-011-0007,2019-08-19 20:00:00,10.0,44.8,-4.2930975,-0.4307804,639.60675,299.53192,0.043011423
83438,06-019-0500,2019-08-19 20:00:00,10.0,36.4,3.3319025,-0.05578041,587.16925,301.78192,-0.014244162
83440,06-065-1016,2019-08-19 20:00:00,6.0,17.7,4.9569025,-0.7432804,586.85675,306.34442,0.12207499
83441,08-103-0006,2019-08-19 20:00:00,11.0,9.5,-1.0430975,-1.9932804,3027.2317,304.46942,-0.02410784
83446,16-053-0003,2019-08-19 20:00:00,8.0,16.300001,3.5194025,-0.11828041,1294.6068,304.46942,0.20946102
83447,30-031-0017,2019-08-19 20:00:00,6.0,16.2,3.7069025,5.3192196,2299.0442,299.90692,-0.05
83448,31-055-0019,2019-08-19 20:00:00,7.0,68.0,-2.5430975,2.3817196,850.85675,303.34442,0.43285796
83449,42-003-1376,2019-08-19 20:00:00,5.0,54.600002,2.2069025,0.7567196,1473.2943,302.34442,0.22548951
83450,49-021-0005,2019-08-19 20:00:00,2.1,8.1,3.8944025,6.5692196,2217.4192,304.15692,-0.05
83451,49-035-4002,2019-08-19 20:00:00,7.9,7.8,0.019402504,6.5692196,2680.1067,308.09442,0.33653295
83452,56-039-1013,2019-08-19 20:00:00,2.5,23.5,3.3944025,3.8192196,2043.3568,294.84442,-0.05
83453,06-011-0007,2019-08-19 21:00:00,11.0,40.2,-4.5979376,0.30530167,692.9729,301.57745,0.03345598
83454,06-019-0500,2019-08-19 21:00:00,10.0,29.800001,3.2145624,-0.0071983337,711.9729,303.45245,0.07522251
83455,06-065-0500,2019-08-19 21:00:00,4.1,8.1,-2.8479376,2.9928017,1443.3479,314.95245,0.28197446
83456,06-065-1016,2019-08-19 21:00:00,6.0,15.1,5.5895624,-0.88219833,708.5979,307.57745,0.04701854
83457,08-103-0006,2019-08-19 21:00:00,13.0,10.1,-1.9729376,0.55530167,3807.1604,305.82745,-0.02256664
83462,16-053-0003,2019-08-19 21:00:00,4.0,14.2,3.6520624,-0.50719833,1354.9104,305.45245,0.09780109
83463,30-031-0017,2019-08-19 21:00:00,6.0,13.8,4.6520624,5.1178017,2470.6604,300.45245,-0.0484588
83464,31-055-0019,2019-08-19 21:00:00,6.0,68.0,-2.6604376,2.6178017,902.1604,303.88995,0.5545357
83465,42-003-1376,2019-08-19 21:00:00,6.0,53.8,2.4020624,0.117801666,1658.9729,302.45245,0.2817433
83466,49-021-0005,2019-08-19 21:00:00,2.5,7.2000003,3.0895624,6.2428017,2446.4104,304.70245,-0.05
83467,49-035-4002,2019-08-19 21:00:00,6.8,6.6,-0.7229376,7.4303017,2896.473,308.07745,0.2403621
83468,56-039-1013,2019-08-19 21:00:00,4.2,20.4,4.9020624,3.3053017,2318.348,295.45245,-0.01963836
83469,06-011-0007,2019-08-19 22:00:00,9.0,38.3,-4.4344025,0.8333931,726.139,302.54965,0.04540028
83470,06-019-0500,2019-08-19 22:00:00,7.0,26.4,4.0655975,-0.4791069,1037.2639,305.29965,0.061582882
83471,06-029-0018,2019-08-19 22:00:00,2.0,7.7000003,1.5655975,6.958393,2333.764,310.61215,0.20776571
83472,06-065-0010,2019-08-19 22:00:00,3.0,9.0,2.5655975,4.708393,1173.5764,307.42465,0.014576282
